,avg_unemployment,survey_year,Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Total Unique Fairs Attended,total_apps,Educations Cumulative Gpa,ipp_flag,Internship_binary,binary_cont_education,binary_still_looking,fairs_above_avg,apps_above_avg,Appointment_Count,appointment_binary
1260,3.6,2022,Continuing Education,3,Architecture - Urban & Environmental Planning,Female,School of Architecture,0,3,4,,0,1,1,0,1,0,0.0,0
1261,3.6,2022,Working,1,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,2.0,1
1262,3.6,2022,Working,0,Economics,Male,College and Graduate School of Arts & Sciences,1,0,52,3.6,0,0,0,0,0,1,0.0,0
1263,3.6,2022,Working,3,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,0,36,,0,1,0,0,0,0,4.0,1
1264,3.6,2022,Working,3,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,0,36,3.74,0,1,0,0,0,0,4.0,1
1265,3.6,2022,Working,1,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0,11,,0,1,0,0,0,0,9.0,1
1266,3.6,2022,Working,0,Economics,Male,College and Graduate School of Arts & Sciences,1,0,6,4.0,0,0,0,0,0,0,0.0,0
1267,3.6,2022,Working,2,Media Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1,12,3.72,0,1,0,0,0,0,0.0,0
1268,3.6,2022,Working,2,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,4,20,3.62,0,1,0,0,1,0,0.0,0
1269,3.6,2022,Military,0,Engineering - Aerospace Engineering,Male,School of Engineering & Applied Science,0,0,20,3.8,0,0,0,0,0,0,0.0,0
1270,3.6,2022,Working,1,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,1,0,,0,1,0,0,0,0,0.0,0
1271,3.6,2022,Working,2,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,50,,0,1,0,0,0,1,0.0,0
1272,3.6,2022,Working,3,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,1,0,100,3.62,0,1,0,0,0,1,0.0,0
1273,3.6,2022,Working,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,1,23,,0,0,0,0,0,0,0.0,0
1274,3.6,2022,Working,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,1,23,3.84,0,0,0,0,0,0,0.0,0
1275,3.6,2022,Working,0,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,2,100,,0,0,0,0,1,1,0.0,0
1276,3.6,2022,Working,1,Biology,Female,College and Graduate School of Arts & Sciences,1,0,54,,0,1,0,0,0,1,1.0,1
1277,3.6,2022,Working,3,Economics,Female,College and Graduate School of Arts & Sciences,1,0,18,3.54,0,1,0,0,0,0,2.0,1
1278,3.6,2022,Working,1,Environmental Sciences,Male,College and Graduate School of Arts & Sciences,1,0,33,3.25,0,1,0,0,0,0,1.0,1
1279,3.6,2022,Working,2,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,2,,0,1,0,0,0,0,1.0,1
1280,3.6,2022,Working,2,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,58,3.58,0,1,0,0,0,1,0.0,0
1281,3.6,2022,Continuing Education,3,Biology,Female,College and Graduate School of Arts & Sciences,0,0,0,3.91,0,1,1,0,0,0,0.0,0
1282,3.6,2022,Continuing Education,3,Biology,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,1,0,0,0,0.0,0
1283,3.6,2022,Volunteering,0,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,0,0,0,0.0,0
1284,3.6,2022,Working,3,History,Male,College and Graduate School of Arts & Sciences,1,0,33,4.11,0,1,0,0,0,0,0.0,0
1285,3.6,2022,Working,3,History,Male,College and Graduate School of Arts & Sciences,1,0,33,3.3,0,1,0,0,0,0,0.0,0
1286,3.6,2022,Continuing Education,1,Anthropology,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,1,0,0,0,0.0,0
1287,3.6,2022,Continuing Education,1,Anthropology,Female,College and Graduate School of Arts & Sciences,0,0,0,4.43,0,1,1,0,0,0,0.0,0
1288,3.6,2022,Working,3,Spanish,Male,College and Graduate School of Arts & Sciences,1,0,11,3.94,0,1,0,0,0,0,0.0,0
1289,3.6,2022,Working,1,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,4,,0,1,0,0,0,0,0.0,0
1290,3.6,2022,Working,0,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,3.0,1
1291,3.6,2022,Working,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,7,3.93,0,1,0,0,0,0,0.0,0
1292,3.6,2022,Working,1,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,1,0,8,3.7,0,1,0,0,0,0,0.0,0
1293,3.6,2022,Working,0,Religious Studies,Female,College and Graduate School of Arts & Sciences,1,0,5,3.7,0,0,0,0,0,0,4.0,1
1294,3.6,2022,Working,0,Religious Studies,Female,College and Graduate School of Arts & Sciences,1,0,5,,0,0,0,0,0,0,4.0,1
1295,3.6,2022,Continuing Education,1,Anthropology,Female,College and Graduate School of Arts & Sciences,0,0,1,3.9,1,1,1,0,0,0,0.0,0
1296,3.6,2022,Continuing Education,1,Anthropology,Female,College and Graduate School of Arts & Sciences,0,0,1,,1,1,1,0,0,0,0.0,0
1297,3.6,2022,Continuing Education,1,Anthropology,Female,College and Graduate School of Arts & Sciences,0,0,1,4.8,1,1,1,0,0,0,0.0,0
1298,3.6,2022,Continuing Education,1,Anthropology,Female,College and Graduate School of Arts & Sciences,0,0,1,4.0,1,1,1,0,0,0,0.0,0
1299,3.6,2022,Continuing Education,1,Government,Female,College and Graduate School of Arts & Sciences,0,1,46,4.0,0,1,1,0,0,0,0.0,0
1300,3.6,2022,Continuing Education,1,Government,Female,College and Graduate School of Arts & Sciences,0,1,46,,0,1,1,0,0,0,0.0,0
1301,3.6,2022,Working,1,Foreign Affairs,Female,College and Graduate School of Arts & Sciences,1,1,1,,0,1,0,0,0,0,0.0,0
1302,3.6,2022,Continuing Education,3,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,0,37,,0,1,1,0,0,0,0.0,0
1303,3.6,2022,Working,3,Economics,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,0.0,0
1304,3.6,2022,Working,3,Economics,Female,College and Graduate School of Arts & Sciences,1,0,0,3.7,0,1,0,0,0,0,0.0,0
1305,3.6,2022,Continuing Education,3,Spanish,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,1,0,0,0,0.0,0
1306,3.6,2022,Continuing Education,3,Spanish,Female,College and Graduate School of Arts & Sciences,0,0,0,3.7,0,1,1,0,0,0,0.0,0
1307,3.6,2022,Working,2,Spanish,Female,College and Graduate School of Arts & Sciences,1,0,3,,0,1,0,0,0,0,0.0,0
1308,3.6,2022,Working,1,Education - Kinesiology,Female,School of Education and Human Development,1,1,0,3.83,0,1,0,0,0,0,0.0,0
1309,3.6,2022,Continuing Education,1,Physics,Male,College and Graduate School of Arts & Sciences,0,2,22,,0,1,1,0,1,0,0.0,0
1310,3.6,2022,Working,0,Interdisciplinary Studies,Female,School of Continuing and Professional Studies,1,0,0,,0,0,0,0,0,0,0.0,0
1311,3.6,2022,Working,3,Environmental Thought & Practice - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,28,,0,1,0,0,0,0,0.0,0
1312,3.6,2022,Continuing Education,1,Chemistry,Male,College and Graduate School of Arts & Sciences,0,1,21,,0,1,1,0,0,0,0.0,0
1313,3.6,2022,Working,0,Interdisciplinary Studies,Female,School of Continuing and Professional Studies,1,0,0,,0,0,0,0,0,0,0.0,0
1314,3.6,2022,Continuing Education,1,Economics,Female,College and Graduate School of Arts & Sciences,0,0,0,3.5,0,1,1,0,0,0,4.0,1
1315,3.6,2022,Continuing Education,1,Economics,Female,College and Graduate School of Arts & Sciences,0,0,0,4.77,0,1,1,0,0,0,4.0,1
1316,3.6,2022,Working,1,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,72,,0,1,0,0,0,1,0.0,0
1317,3.6,2022,Volunteering,0,English,Female,College and Graduate School of Arts & Sciences,0,0,32,,0,0,0,0,0,0,1.0,1
1318,3.6,2022,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,0,2,3.54,0,0,0,0,0,0,0.0,0
1319,3.6,2022,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,0,2,4.0,0,0,0,0,0,0,0.0,0
1320,3.6,2022,Working,2,Education - Elementary Education,Female,School of Education and Human Development,1,1,10,,0,1,0,0,0,0,0.0,0
1321,3.6,2022,Working,2,Education - Elementary Education,Female,School of Education and Human Development,1,1,10,4.0,0,1,0,0,0,0,0.0,0
1322,3.6,2022,Continuing Education,0,Education - Kinesiology,Female,School of Education and Human Development,0,0,6,,0,0,1,0,0,0,0.0,0
1323,3.6,2022,Working,0,Education - Elementary Education,Female,School of Education and Human Development,1,1,0,,0,0,0,0,0,0,2.0,1
1324,3.6,2022,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,50,,0,1,0,0,0,1,0.0,0
1325,3.6,2022,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,50,4.55,0,1,0,0,0,1,0.0,0
1326,3.6,2022,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,50,3.95,0,1,0,0,0,1,0.0,0
1327,3.6,2022,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,3,60,3.8,0,1,0,0,1,1,1.0,1
1328,3.6,2022,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,3,60,4.0,0,1,0,0,1,1,1.0,1
1329,3.6,2022,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,3,60,,0,1,0,0,1,1,1.0,1
1330,3.6,2022,Working,0,Interdisciplinary Studies,Female,School of Continuing and Professional Studies,1,0,0,,0,0,0,0,0,0,0.0,0
1331,3.6,2022,Continuing Education,0,Economics,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0,0.0,0
1332,3.6,2022,Working,0,Interdisciplinary Studies,Female,School of Continuing and Professional Studies,1,0,0,3.97,0,0,0,0,0,0,0.0,0
1333,3.6,2022,Working,0,Interdisciplinary Studies,Female,School of Continuing and Professional Studies,1,0,0,3.9,0,0,0,0,0,0,0.0,0
1334,3.6,2022,Military,1,Religious Studies,Male,College and Graduate School of Arts & Sciences,0,1,0,3.6,0,1,0,0,0,0,0.0,0
1335,3.6,2022,Working,3,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,5,3.9,0,1,0,0,0,0,1.0,1
1336,3.6,2022,Continuing Education,0,Education - Speech Communication Disorders,Female,School of Education and Human Development,0,0,0,,0,0,1,0,0,0,1.0,1
1337,3.6,2022,Continuing Education,2,Education - Youth & Social Innovation,Female,School of Education and Human Development,0,0,42,,0,1,1,0,0,0,0.0,0
1338,3.6,2022,Continuing Education,2,Education - Youth & Social Innovation,Female,School of Education and Human Development,0,0,42,3.83,0,1,1,0,0,0,0.0,0
1339,3.6,2022,Continuing Education,1,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,2,62,3.65,0,1,1,0,1,1,0.0,0
1340,3.6,2022,Continuing Education,0,Economics,Female,College and Graduate School of Arts & Sciences,0,1,6,4.41,0,0,1,0,0,0,0.0,0
1341,3.6,2022,Continuing Education,0,Economics,Female,College and Graduate School of Arts & Sciences,0,1,6,3.96,0,0,1,0,0,0,0.0,0
1342,3.6,2022,Continuing Education,0,Economics,Female,College and Graduate School of Arts & Sciences,0,1,6,,0,0,1,0,0,0,0.0,0
1343,3.6,2022,Working,0,Education - Kinesiology,Female,School of Education and Human Development,1,0,0,3.75,0,0,0,0,0,0,0.0,0
1344,3.6,2022,Working,0,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1,2,4.0,0,0,0,0,0,0,0.0,0
1345,3.6,2022,Working,0,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1,2,4.65,0,0,0,0,0,0,0.0,0
1346,3.6,2022,Working,0,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1,2,3.7,0,0,0,0,0,0,0.0,0
1347,3.6,2022,Working,0,Classics,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
1348,3.6,2022,Continuing Education,3,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0,12,,0,1,1,0,0,0,0.0,0
1349,3.6,2022,Working,0,Interdisciplinary Studies,Male,School of Continuing and Professional Studies,1,0,0,3.7,0,0,0,0,0,0,0.0,0
1350,3.6,2022,Working,2,Chemistry,Female,College and Graduate School of Arts & Sciences,1,4,395,,0,1,0,0,1,1,0.0,0
1351,3.6,2022,Working,0,Interdisciplinary Studies,Female,School of Continuing and Professional Studies,1,0,0,3.95,0,0,0,0,0,0,0.0,0
1352,3.6,2022,Continuing Education,3,Education - Youth & Social Innovation,Female,School of Education and Human Development,0,2,54,3.75,0,1,1,0,1,1,1.0,1
1353,3.6,2022,Continuing Education,3,Education - Youth & Social Innovation,Female,School of Education and Human Development,0,2,54,3.9,0,1,1,0,1,1,1.0,1
1354,3.6,2022,Continuing Education,3,Education - Youth & Social Innovation,Female,School of Education and Human Development,0,2,54,3.85,0,1,1,0,1,1,1.0,1
1355,3.6,2022,Continuing Education,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1,11,,0,1,1,0,0,0,0.0,0
1356,3.6,2022,Continuing Education,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1,11,3.9,0,1,1,0,0,0,0.0,0
1357,3.6,2022,Continuing Education,0,Chemistry,Female,College and Graduate School of Arts & Sciences,0,0,0,3.45,0,0,1,0,0,0,0.0,0
1358,3.6,2022,Working,0,History,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
1359,3.6,2022,Continuing Education,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,0,0,8,,0,0,1,0,0,0,0.0,0
1360,3.6,2022,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,0,19,3.57,0,1,0,0,0,0,0.0,0
1361,3.6,2022,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,0,19,,0,1,0,0,0,0,0.0,0
1362,3.6,2022,Working,0,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,23,,0,0,0,0,0,0,7.0,1
1363,3.6,2022,Working,0,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,23,3.94,0,0,0,0,0,0,7.0,1
1364,3.6,2022,Continuing Education,0,Education - Speech Communication Disorders,Female,School of Education and Human Development,0,0,0,,0,0,1,0,0,0,0.0,0
1365,3.6,2022,Working,0,Economics,Male,College and Graduate School of Arts & Sciences,1,0,73,3.9,0,0,0,0,0,1,1.0,1
1366,3.6,2022,Working,0,Economics,Male,College and Graduate School of Arts & Sciences,1,0,73,3.2,0,0,0,0,0,1,1.0,1
1367,3.6,2022,Working,0,History,Male,College and Graduate School of Arts & Sciences,1,2,0,3.95,0,0,0,0,1,0,0.0,0
1368,3.6,2022,Working,1,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,72,,0,1,0,0,0,1,0.0,0
1369,3.6,2022,Working,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,65,,0,1,0,0,0,1,0.0,0
1370,3.6,2022,Working,1,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,38,3.8,0,1,0,0,0,0,0.0,0
1371,3.6,2022,Continuing Education,1,Statistics,Female,College and Graduate School of Arts & Sciences,0,0,0,3.78,0,1,1,0,0,0,0.0,0
1372,3.6,2022,Continuing Education,0,Media Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,9,14,3.98,0,0,1,0,1,0,0.0,0
1373,3.6,2022,Continuing Education,0,Media Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,9,14,,0,0,1,0,1,0,0.0,0
1374,3.6,2022,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,1,4.0,0,1,0,0,0,0,0.0,0
1375,3.6,2022,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,1,1,3.5,0,1,0,0,0,0,0.0,0
1376,3.6,2022,Working,1,Economics,Female,College and Graduate School of Arts & Sciences,1,0,14,,0,1,0,0,0,0,0.0,0
1377,3.6,2022,Continuing Education,0,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,4,301,3.94,0,0,1,0,1,1,0.0,0
1378,3.6,2022,Continuing Education,0,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,4,301,3.74,0,0,1,0,1,1,0.0,0
1379,3.6,2022,Continuing Education,0,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,4,301,4.0,0,0,1,0,1,1,0.0,0
1380,3.6,2022,Continuing Education,2,Education - Speech Communication Disorders,Female,School of Education and Human Development,0,0,0,,0,1,1,0,0,0,0.0,0
1381,3.6,2022,Continuing Education,2,Education - Speech Communication Disorders,Female,School of Education and Human Development,0,0,0,3.8,0,1,1,0,0,0,0.0,0
1382,3.6,2022,Continuing Education,2,Education - Speech Communication Disorders,Female,School of Education and Human Development,0,0,0,4.2,0,1,1,0,0,0,0.0,0
1383,3.6,2022,Working,0,Psychology,Female,College and Graduate School of Arts & Sciences,1,0,11,3.4,0,0,0,0,0,0,0.0,0
1384,3.6,2022,Working,0,Psychology,Female,College and Graduate School of Arts & Sciences,1,0,11,3.78,0,0,0,0,0,0,0.0,0
1385,3.6,2022,Working,1,Biology,Male,College and Graduate School of Arts & Sciences,1,0,1,3.9,0,1,0,0,0,0,0.0,0
1386,3.6,2022,Continuing Education,1,Statistics,Male,College and Graduate School of Arts & Sciences,0,0,8,,0,1,1,0,0,0,0.0,0
1387,3.6,2022,Working,2,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,0,4.0,0,1,0,0,0,0,0.0,0
1388,3.6,2022,Continuing Education,2,Economics,Female,College and Graduate School of Arts & Sciences,0,1,17,,0,1,1,0,0,0,0.0,0
1389,3.6,2022,Continuing Education,2,Economics,Female,College and Graduate School of Arts & Sciences,0,1,17,3.6,0,1,1,0,0,0,0.0,0
1390,3.6,2022,Continuing Education,3,History,Male,College and Graduate School of Arts & Sciences,0,1,334,4.63,1,1,1,0,0,1,1.0,1
1391,3.6,2022,Continuing Education,3,History,Male,College and Graduate School of Arts & Sciences,0,1,334,,1,1,1,0,0,1,1.0,1
1392,3.6,2022,Continuing Education,3,History,Male,College and Graduate School of Arts & Sciences,0,1,334,3.76,1,1,1,0,0,1,1.0,1
1393,3.6,2022,Continuing Education,0,Anthropology,Female,College and Graduate School of Arts & Sciences,0,0,24,,0,0,1,0,0,0,0.0,0
1394,3.6,2022,Continuing Education,2,Statistics,Male,College and Graduate School of Arts & Sciences,0,6,21,3.91,0,1,1,0,1,0,0.0,0
1395,3.6,2022,Continuing Education,2,Statistics,Male,College and Graduate School of Arts & Sciences,0,6,21,,0,1,1,0,1,0,0.0,0
1396,3.6,2022,Working,3,Government,Female,College and Graduate School of Arts & Sciences,1,0,0,3.75,0,1,0,0,0,0,0.0,0
1397,3.6,2022,Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,8,,0,1,0,0,0,0,0.0,0
1398,3.6,2022,Working,2,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,8,3.5,0,1,0,0,0,0,0.0,0
1399,3.6,2022,Continuing Education,1,Education - Athletic Training,Female,School of Education and Human Development,0,0,1,3.94,0,1,1,0,0,0,0.0,0
1400,3.6,2022,Continuing Education,1,Data Science,Male,School of Data Science,0,3,163,,0,1,1,0,1,1,1.0,1
1401,3.6,2022,Not Seeking,0,Physics,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,0,0,0,0.0,0
1402,3.6,2022,Working,0,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
1403,3.6,2022,Working,0,Physics,Female,College and Graduate School of Arts & Sciences,1,0,5,,0,0,0,0,0,0,0.0,0
1404,3.6,2022,Working,0,Public Health,Female,School of Medicine,1,0,69,,0,0,0,0,0,1,0.0,0
1405,3.6,2022,Working,0,Public Health,Female,School of Medicine,1,0,69,3.8,0,0,0,0,0,1,0.0,0
1406,3.6,2022,Working,1,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
1407,3.6,2022,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
1408,3.6,2022,Working,3,Education - Speech Communication Disorders,Female,School of Education and Human Development,1,0,0,,0,1,0,0,0,0,0.0,0
1409,3.6,2022,Working,0,Architecture,Male,School of Architecture,1,0,0,,0,0,0,0,0,0,0.0,0
1410,3.6,2022,Working,0,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
1411,3.6,2022,Working,0,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,2,98,,0,0,0,0,1,1,0.0,0
1412,3.6,2022,Working,0,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,2,98,3.9,0,0,0,0,1,1,0.0,0
1413,3.6,2022,Working,0,Data Science,Male,School of Data Science,1,0,19,,0,0,0,0,0,0,0.0,0
1414,3.6,2022,Working,0,Education - Higher Education,Female,School of Education and Human Development,1,5,13,,0,0,0,0,1,0,2.0,1
1415,3.6,2022,Working,1,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
1416,3.6,2022,Working,1,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,0,0,3.9,0,1,0,0,0,0,0.0,0
1417,3.6,2022,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
1418,3.6,2022,Working,2,Physics,Male,College and Graduate School of Arts & Sciences,1,0,0,3.9,0,1,0,0,0,0,0.0,0
1419,3.6,2022,Working,2,Physics,Male,College and Graduate School of Arts & Sciences,1,0,0,4.0,0,1,0,0,0,0,0.0,0
1420,3.6,2022,Working,0,Education - Curriculum & Instruction,Female,School of Education and Human Development,1,0,0,,0,0,0,0,0,0,0.0,0
1421,3.6,2022,Working,0,Engineering - Materials Science & Engineering,Male,School of Engineering & Applied Science,1,0,1,3.5,0,0,0,0,0,0,0.0,0
1422,3.6,2022,Working,0,Engineering - Materials Science & Engineering,Male,School of Engineering & Applied Science,1,0,1,3.4,0,0,0,0,0,0,0.0,0
1423,3.6,2022,Working,0,Education - English Education,Female,School of Education and Human Development,1,0,0,,0,0,0,0,0,0,0.0,0
1424,3.6,2022,Working,0,Education - English Education,Female,School of Education and Human Development,1,0,0,3.4,0,0,0,0,0,0,0.0,0
1425,3.6,2022,Working,3,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,3,3.1,0,1,0,0,0,0,0.0,0
1426,3.6,2022,Continuing Education,0,History,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0,0.0,0
1427,3.6,2022,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,3.0,1
1428,3.6,2022,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
1429,3.6,2022,Working,1,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
1430,3.6,2022,Working,1,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,3.54,0,1,0,0,0,0,0.0,0
1431,3.6,2022,Working,0,Education - Educational Psychology,Male,School of Education and Human Development,1,0,0,,0,0,0,0,0,0,0.0,0
1432,3.6,2022,Working,1,Biology,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,0.0,0
1433,3.6,2022,Working,1,Engineering - Chemical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
1434,3.6,2022,Working,0,Education - Curriculum & Instruction,Female,School of Education and Human Development,1,0,0,3.97,0,0,0,0,0,0,0.0,0
1435,3.6,2022,Working,0,Data Science,Male,School of Data Science,1,0,0,,0,0,0,0,0,0,0.0,0
1436,3.6,2022,Working,0,Data Science,Male,School of Data Science,1,0,5,,0,0,0,0,0,0,0.0,0
1437,3.6,2022,Working,2,Education - English Education,Female,School of Education and Human Development,1,0,0,,0,1,0,0,0,0,0.0,0
1438,3.6,2022,Working,1,Education - Higher Education,Female,School of Education and Human Development,1,0,0,,0,1,0,0,0,0,0.0,0
1439,3.6,2022,Working,0,Chemistry,Male,College and Graduate School of Arts & Sciences,1,0,1,,0,0,0,0,0,0,0.0,0
1440,3.6,2022,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
1441,3.6,2022,Working,1,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,3.69,0,1,0,0,0,0,0.0,0
1442,3.6,2022,Working,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.8,0,0,0,0,0,0,0.0,0
1443,3.6,2022,Working,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
1444,3.6,2022,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,3.91,0,0,0,0,0,0,0.0,0
1445,3.6,2022,Working,0,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,,0,0,0,0,0,0,0.0,0
1446,3.6,2022,Working,0,Physics,Male,College and Graduate School of Arts & Sciences,1,0,0,3.84,0,0,0,0,0,0,0.0,0
1447,3.6,2022,Working,0,Data Science,Male,School of Data Science,1,0,16,,0,0,0,0,0,0,0.0,0
1448,3.6,2022,Working,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
1449,3.6,2022,Working,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,3.88,0,1,0,0,0,0,0.0,0
1450,3.6,2022,Working,0,Education - Educational Psychology,Female,School of Education and Human Development,1,0,23,3.93,0,0,0,0,0,0,0.0,0
1451,3.6,2022,Working,0,Education - Educational Psychology,Female,School of Education and Human Development,1,0,23,,0,0,0,0,0,0,0.0,0
1452,3.6,2022,Working,1,Education - Educational Psychology,Female,School of Education and Human Development,1,0,21,,0,1,0,0,0,0,0.0,0
1453,3.6,2022,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,1,0,,0,0,0,0,0,0,0.0,0
1454,3.6,2022,Working,0,Education - Curriculum & Instruction,Female,School of Education and Human Development,1,0,0,,0,0,0,0,0,0,0.0,0
1455,3.6,2022,Working,2,Public Health,Female,School of Medicine,1,0,18,3.88,0,1,0,0,0,0,0.0,0
1456,3.6,2022,Working,2,Public Health,Female,School of Medicine,1,0,18,,0,1,0,0,0,0,0.0,0
1457,3.6,2022,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,2,3.5,0,1,0,0,0,0,0.0,0
1458,3.6,2022,Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,2,,0,1,0,0,0,0,0.0,0
1459,3.6,2022,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,22,3.82,0,1,0,0,0,0,0.0,0
