,avg_unemployment,survey_year,Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Total Unique Fairs Attended,total_apps,Educations Cumulative Gpa,ipp_flag,Internship_binary,binary_cont_education,binary_still_looking,fairs_above_avg,apps_above_avg,Appointment_Count,appointment_binary
0,5.4,2021,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,1.0,1
1,5.4,2021,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.8,0,1,0,0,0,0,1.0,1
2,5.4,2021,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,3.5,0,0,0,0,0,0,0.0,0
3,5.4,2021,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
4,5.4,2021,Still Looking,1,Public Health,Female,School of Medicine,0,0,0,,0,1,0,1,0,0,0.0,0
5,5.4,2021,Still Looking,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0,0.0,0
6,5.4,2021,Still Looking,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,3.75,0,0,0,1,0,0,0.0,0
7,5.4,2021,Still Looking,0,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,3.34,0,0,0,1,0,0,0.0,0
8,5.4,2021,Still Looking,0,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,3.4,0,0,0,1,0,0,0.0,0
9,5.4,2021,Working,0,East Asian Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,0,3.91,0,0,0,0,0,0,0.0,0
10,5.4,2021,Working,0,East Asian Studies - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
11,5.4,2021,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,1.0,1
12,5.4,2021,Working,1,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,3.6,0,1,0,0,0,0,0.0,0
13,5.4,2021,Working,1,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
14,5.4,2021,Working,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
15,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.71,0,0,0,0,0,0,0.0,0
16,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.04,0,0,0,0,0,0,0.0,0
17,5.4,2021,Still Looking,0,Data Science,Male,School of Data Science,0,0,0,,0,0,0,1,0,0,0.0,0
18,5.4,2021,Still Looking,1,Engineering - Mechanical & Aerospace Engineering,Female,School of Engineering & Applied Science,0,0,0,4.0,0,1,0,1,0,0,0.0,0
19,5.4,2021,Still Looking,1,Engineering - Mechanical & Aerospace Engineering,Female,School of Engineering & Applied Science,0,0,0,3.65,0,1,0,1,0,0,0.0,0
20,5.4,2021,Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
21,5.4,2021,Still Looking,0,English,Female,College and Graduate School of Arts & Sciences,0,0,0,3.87,0,0,0,1,0,0,0.0,0
22,5.4,2021,Working,0,Chemistry,Male,College and Graduate School of Arts & Sciences,1,0,0,4.0,0,0,0,0,0,0,0.0,0
23,5.4,2021,Working,0,Chemistry,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
24,5.4,2021,Working,0,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,3.8,0,0,0,0,0,0,7.0,1
25,5.4,2021,Working,0,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,7.0,1
26,5.4,2021,Working,0,Public Health,Male,School of Medicine,1,0,0,2.7,0,0,0,0,0,0,0.0,0
27,5.4,2021,Working,0,Public Health,Male,School of Medicine,1,0,0,3.7,0,0,0,0,0,0,0.0,0
28,5.4,2021,Continuing Education,0,Chemistry,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0,0.0,0
29,5.4,2021,Working,0,Engineering - Materials Science & Engineering,Male,School of Engineering & Applied Science,1,0,0,3.4,0,0,0,0,0,0,1.0,1
30,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
31,5.4,2021,Still Looking,0,Education - Kinesiology,Female,Curry School of Education,0,0,2,,0,0,0,1,0,0,0.0,0
32,5.4,2021,Working,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,1.0,1
33,5.4,2021,Still Looking,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,1,0,1,0,0,0.0,0
34,5.4,2021,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,5.0,1
35,5.4,2021,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,4.0,0,0,0,0,0,0,5.0,1
36,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.84,0,1,0,0,0,0,0.0,0
37,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
38,5.4,2021,Working,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
39,5.4,2021,Working,1,Data Science,Male,School of Data Science,1,0,0,4.0,0,1,0,0,0,0,0.0,0
40,5.4,2021,Still Looking,0,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0,0.0,0
41,5.4,2021,Still Looking,0,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,0,0,0,3.2,0,0,0,1,0,0,0.0,0
42,5.4,2021,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
43,5.4,2021,Still Looking,0,Statistics,Male,College and Graduate School of Arts & Sciences,0,0,0,3.5,0,0,0,1,0,0,0.0,0
44,5.4,2021,Still Looking,0,Statistics,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0,0.0,0
45,5.4,2021,Working,0,Experimental Pathology,Male,School of Medicine,1,0,0,3.9,0,0,0,0,0,0,0.0,0
46,5.4,2021,Working,1,Public Health,Male,School of Medicine,1,0,0,,0,1,0,0,0,0,0.0,0
47,5.4,2021,Working,1,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
48,5.4,2021,Working,0,Engineering - Materials Science & Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
49,5.4,2021,Still Looking,1,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,0,0,0,3.57,0,1,0,1,0,0,0.0,0
50,5.4,2021,Still Looking,1,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,0,0,0,3.93,0,1,0,1,0,0,0.0,0
51,5.4,2021,Working,0,Experimental Pathology,Male,School of Medicine,1,0,0,,0,0,0,0,0,0,0.0,0
52,5.4,2021,Working,0,History,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
53,5.4,2021,Still Looking,0,Astronomy,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0,0.0,0
54,5.4,2021,Still Looking,0,Astronomy,Female,College and Graduate School of Arts & Sciences,0,0,0,4.0,0,0,0,1,0,0,0.0,0
55,5.4,2021,Still Looking,0,Education - Educational Psychology,Female,Curry School of Education,0,0,0,,0,0,0,1,0,0,0.0,0
56,5.4,2021,Working,0,Public Health,Female,School of Medicine,1,0,0,3.96,0,0,0,0,0,0,0.0,0
57,5.4,2021,Working,0,Public Health,Female,School of Medicine,1,0,0,3.27,0,0,0,0,0,0,0.0,0
58,5.4,2021,Still Looking,1,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,0.0,0
59,5.4,2021,Still Looking,1,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,3.4,0,1,0,1,0,0,0.0,0
60,5.4,2021,Still Looking,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0,0,3.92,0,1,0,1,0,0,0.0,0
61,5.4,2021,Still Looking,1,Education - Speech Communication Disorders,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0,0.0,0
62,5.4,2021,Working,1,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
63,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,15,,0,0,0,0,0,0,0.0,0
64,5.4,2021,Working,3,Education - Speech Communication Disorders,Female,Curry School of Education,1,0,0,3.77,0,1,0,0,0,0,0.0,0
65,5.4,2021,Working,3,Education - Speech Communication Disorders,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
66,5.4,2021,Working,1,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
67,5.4,2021,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
68,5.4,2021,Working,0,Neuroscience,Female,School of Medicine,1,0,0,,0,0,0,0,0,0,0.0,0
69,5.4,2021,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.7,0,1,0,0,0,0,0.0,0
70,5.4,2021,Still Looking,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0,0.0,0
71,5.4,2021,Still Looking,0,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,0,0,0,3.85,0,0,0,1,0,0,0.0,0
72,5.4,2021,Working,0,Experimental Pathology,Male,School of Medicine,1,0,0,,0,0,0,0,0,0,0.0,0
73,5.4,2021,Still Looking,1,Statistics,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,0,1,0,0,0.0,0
74,5.4,2021,Still Looking,1,Statistics,Female,College and Graduate School of Arts & Sciences,0,0,0,3.51,0,1,0,1,0,0,0.0,0
75,5.4,2021,Working,0,Architecture,Male,School of Architecture,1,0,0,,0,0,0,0,0,0,0.0,0
76,5.4,2021,Still Looking,1,Linguistics,Male,College and Graduate School of Arts & Sciences,0,0,0,3.94,0,1,0,1,0,0,0.0,0
77,5.4,2021,Still Looking,1,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,1,0,1,0,0,1.0,1
78,5.4,2021,Working,0,Biology,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
79,5.4,2021,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
80,5.4,2021,Working,3,Education - Special Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
81,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,1,,0,0,0,0,0,0,0.0,0
82,5.4,2021,Working,1,Education - Curriculum & Instruction,Male,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
83,5.4,2021,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,1.0,1
84,5.4,2021,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.56,0,1,0,0,0,0,1.0,1
85,5.4,2021,Working,0,Engineering - Electrical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
86,5.4,2021,Working,2,Education - Administration & Supervision,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
87,5.4,2021,Working,1,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
88,5.4,2021,Working,1,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.3,0,1,0,0,0,0,0.0,0
89,5.4,2021,Still Looking,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,0,0,0,3.7,0,1,0,1,0,0,0.0,0
90,5.4,2021,Still Looking,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,0,0,0,,0,1,0,1,0,0,0.0,0
91,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
92,5.4,2021,Still Looking,0,Linguistics,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0,0.0,0
93,5.4,2021,Still Looking,1,Architecture - Landscape Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,0.0,0
94,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,0.0,0
95,5.4,2021,Working,2,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.5,0,1,0,0,0,0,0.0,0
96,5.4,2021,Working,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,0,3.92,0,0,0,0,0,0,0.0,0
97,5.4,2021,Working,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
98,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
99,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.76,0,1,0,0,0,0,0.0,0
100,5.4,2021,Still Looking,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0,0,4.0,0,1,0,1,0,0,0.0,0
101,5.4,2021,Still Looking,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0,0,3.6,0,1,0,1,0,0,0.0,0
102,5.4,2021,Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,3.96,0,0,0,0,0,0,0.0,0
103,5.4,2021,Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
104,5.4,2021,Working,0,Religious Studies,Female,College and Graduate School of Arts & Sciences,1,1,0,,0,0,0,0,0,0,0.0,0
105,5.4,2021,Working,0,Pharmacology,Female,School of Medicine,1,0,0,,0,0,0,0,0,0,0.0,0
106,5.4,2021,Working,0,Pharmacology,Female,School of Medicine,1,0,0,3.89,0,0,0,0,0,0,0.0,0
107,5.4,2021,Working,0,Pharmacology,Female,School of Medicine,1,0,0,3.99,0,0,0,0,0,0,0.0,0
108,5.4,2021,Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
109,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.6,0,1,0,0,0,0,1.0,1
110,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,1.0,1
111,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,2.0,1
112,5.4,2021,Continuing Education,3,Religious Studies,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,1,0,0,0,0.0,0
113,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.67,0,0,0,0,0,0,0.0,0
114,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
115,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.3,0,0,0,0,0,0,0.0,0
116,5.4,2021,Working,1,Education - Elementary Education,Female,Curry School of Education,1,0,0,3.93,0,1,0,0,0,0,0.0,0
117,5.4,2021,Working,0,Engineering - Mechanical & Aerospace Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
118,5.4,2021,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,3.8,0,1,0,0,0,0,0.0,0
119,5.4,2021,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,0.0,0
120,5.4,2021,Working,1,Engineering - Electrical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
121,5.4,2021,Continuing Education,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,3.7,0,0,1,0,0,0,0.0,0
122,5.4,2021,Continuing Education,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,4.0,0,0,1,0,0,0,0.0,0
123,5.4,2021,Continuing Education,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,0,0,0,3.9,0,0,1,0,0,0,0.0,0
124,5.4,2021,Working,3,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
125,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,8,3.9,0,0,0,0,0,0,1.0,1
126,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,8,,0,0,0,0,0,0,1.0,1
127,5.4,2021,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
128,5.4,2021,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,3.9,0,0,0,0,0,0,0.0,0
129,5.4,2021,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0,0.0,0
130,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,3.9,0,0,0,0,0,0,0.0,0
131,5.4,2021,Working,1,Data Science,Female,School of Data Science,1,2,46,,0,1,0,0,1,0,0.0,0
132,5.4,2021,Working,0,Education - Curriculum & Instruction,Male,Curry School of Education,1,0,0,3.85,0,0,0,0,0,0,0.0,0
133,5.4,2021,Working,2,Education - Counselor Education,Male,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
134,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,6,,0,0,0,0,0,0,0.0,0
135,5.4,2021,Not Seeking,1,Data Science,Female,School of Data Science,0,0,0,4.0,0,1,0,0,0,0,0.0,0
136,5.4,2021,Still Looking,1,Education - Elementary Education,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0,0.0,0
137,5.4,2021,Still Looking,0,Architecture,Female,School of Architecture,0,0,0,3.66,0,0,0,1,0,0,0.0,0
138,5.4,2021,Still Looking,0,Architecture,Female,School of Architecture,0,0,0,,0,0,0,1,0,0,0.0,0
139,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
140,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,3.94,0,0,0,0,0,0,0.0,0
141,5.4,2021,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,3.9,0,1,0,0,0,0,0.0,0
142,5.4,2021,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,3.8,0,1,0,0,0,0,0.0,0
143,5.4,2021,Still Looking,0,Data Science,Male,School of Data Science,0,0,0,3.9,0,0,0,1,0,0,0.0,0
144,5.4,2021,Still Looking,1,Education - Science Education,Male,Curry School of Education,0,0,0,4.0,0,1,0,1,0,0,0.0,0
145,5.4,2021,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
146,5.4,2021,Working,2,Education - Counselor Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
147,5.4,2021,Working,2,Education - Counselor Education,Female,Curry School of Education,1,0,0,3.84,0,1,0,0,0,0,0.0,0
148,5.4,2021,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,0.0,0
149,5.4,2021,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,3.77,0,1,0,1,0,0,0.0,0
150,5.4,2021,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,3.83,0,1,0,1,0,0,0.0,0
151,5.4,2021,Military,0,Data Science,Male,School of Data Science,0,0,0,3.8,0,0,0,0,0,0,0.0,0
152,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
153,5.4,2021,Working,2,Education - Special Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
154,5.4,2021,Working,2,Education - Special Education,Female,Curry School of Education,1,0,0,3.5,0,1,0,0,0,0,0.0,0
155,5.4,2021,Working,2,Architecture - Urban & Environmental Planning,Male,School of Architecture,1,0,0,,0,1,0,0,0,0,0.0,0
156,5.4,2021,Still Looking,2,Education - Counselor Education,Male,Curry School of Education,0,0,0,4.0,0,1,0,1,0,0,0.0,0
157,5.4,2021,Still Looking,2,Education - Counselor Education,Male,Curry School of Education,0,0,0,3.48,0,1,0,1,0,0,0.0,0
158,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0,0.0,0
159,5.4,2021,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,0.0,0
160,5.4,2021,Still Looking,2,Architecture,Female,School of Architecture,0,0,0,3.54,0,1,0,1,0,0,0.0,0
161,5.4,2021,Still Looking,2,Education - Counselor Education,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0,0.0,0
162,5.4,2021,Working,1,Education - Counselor Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
163,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,2,4.0,0,0,0,0,0,0,0.0,0
164,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,2,3.5,0,0,0,0,0,0,0.0,0
165,5.4,2021,Working,3,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
166,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,2,3.4,0,0,0,0,0,0,1.0,1
167,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,2,3.7,0,0,0,0,0,0,1.0,1
168,5.4,2021,Working,1,Education - Counselor Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
169,5.4,2021,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,4.0,0,1,0,0,0,0,0.0,0
170,5.4,2021,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
171,5.4,2021,Working,3,Data Science,Male,School of Data Science,1,0,0,3.9,0,1,0,0,0,0,0.0,0
172,5.4,2021,Working,3,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,4.3,0,1,0,0,0,0,0.0,0
173,5.4,2021,Working,3,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,,0,1,0,0,0,0,0.0,0
174,5.4,2021,Working,1,Education - Counselor Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
175,5.4,2021,Working,0,Architecture,Female,School of Architecture,1,0,0,,0,0,0,0,0,0,0.0,0
176,5.4,2021,Still Looking,1,Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,0.0,0
177,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,2.75,0,0,0,0,0,0,0.0,0
178,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,,0,0,0,0,0,0,0.0,0
179,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
180,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0,0.0,0
181,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
182,5.4,2021,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,1.0,1
183,5.4,2021,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,0,0,3.95,0,0,0,0,0,0,1.0,1
184,5.4,2021,Still Looking,0,Architecture,Female,School of Architecture,0,0,0,3.68,0,0,0,1,0,0,0.0,0
185,5.4,2021,Still Looking,0,Architecture,Female,School of Architecture,0,0,0,,0,0,0,1,0,0,0.0,0
186,5.4,2021,Working,1,Data Science,Female,School of Data Science,1,0,0,,0,1,0,0,0,0,0.0,0
187,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
188,5.4,2021,Working,1,Education - Special Education,Female,Curry School of Education,1,0,0,3.02,0,1,0,0,0,0,0.0,0
189,5.4,2021,Working,1,Education - Special Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
190,5.4,2021,Working,1,Data Science,Male,School of Data Science,1,0,2,,0,1,0,0,0,0,0.0,0
191,5.4,2021,Working,1,Data Science,Male,School of Data Science,1,0,2,3.5,0,1,0,0,0,0,0.0,0
192,5.4,2021,Working,0,Education - Science Education,Female,Curry School of Education,1,0,0,4.0,0,0,0,0,0,0,0.0,0
193,5.4,2021,Working,0,Education - Science Education,Female,Curry School of Education,1,0,0,3.7,0,0,0,0,0,0,0.0,0
194,5.4,2021,Still Looking,2,Education - Elementary Education,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0,0.0,0
195,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,3.93,0,0,0,0,0,0,0.0,0
196,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,3.94,0,0,0,0,0,0,0.0,0
197,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0,0.0,0
198,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
199,5.4,2021,Working,1,Education - English Education,Female,Curry School of Education,1,0,0,3.79,0,1,0,0,0,0,0.0,0
200,5.4,2021,Working,1,Education - English Education,Female,Curry School of Education,1,0,0,3.96,0,1,0,0,0,0,0.0,0
201,5.4,2021,Military,0,Data Science,Male,School of Data Science,0,0,0,,0,0,0,0,0,0,0.0,0
202,5.4,2021,Still Looking,1,Architecture,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,0.0,0
203,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,3.55,0,0,0,0,0,0,0.0,0
204,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0,0.0,0
205,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,3.97,0,0,0,0,0,0,0.0,0
206,5.4,2021,Still Looking,1,Architecture - Urban & Environmental Planning,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,1.0,1
207,5.4,2021,Working,2,Architecture - Landscape Architecture,Female,School of Architecture,1,0,0,3.7,0,1,0,0,0,0,0.0,0
208,5.4,2021,Working,2,Education - Elementary Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
209,5.4,2021,Still Looking,1,Architecture - Urban & Environmental Planning,Female,School of Architecture,0,0,0,3.85,0,1,0,1,0,0,0.0,0
210,5.4,2021,Still Looking,1,Architecture,Female,School of Architecture,0,0,0,3.75,0,1,0,1,0,0,0.0,0
211,5.4,2021,Still Looking,1,Architecture,Female,School of Architecture,0,0,0,3.02,0,1,0,1,0,0,0.0,0
212,5.4,2021,Still Looking,2,Architecture - Urban & Environmental Planning,Female,School of Architecture,0,0,0,3.94,0,1,0,1,0,0,0.0,0
